"STATISTIC","Statistic Label","TLIST(A1)","Year","C02199V02655","Sex","C02945V03560","ICD 10 Diagnostic Group","UNIT","VALUE"
"HRA71C03","Psychiatric In-patients (%)","2019","2019","1","Male","11","Alcoholic disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2019","2019","1","Male","12","Drug dependence","%",""
"HRA71C03","Psychiatric In-patients (%)","2019","2019","1","Male","13","Other drug disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2019","2019","1","Male","14","Mental handicap","%",""
"HRA71C03","Psychiatric In-patients (%)","2019","2019","1","Male","15","Eating disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2019","2019","1","Male","16","Intellectual disability","%",""
"HRA71C03","Psychiatric In-patients (%)","2019","2019","1","Male","17","Development disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2019","2019","1","Male","18","Behavioural, emotional disorders of childhood and adolescence","%",""
"HRA71C03","Psychiatric In-patients (%)","2019","2019","1","Male","19","Other and unspecified","%",""
"HRA71C03","Psychiatric In-patients (%)","2019","2019","1","Male","20","Unspecified","%",""
"HRA71C03","Psychiatric In-patients (%)","2019","2019","1","Male","21","All disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2019","2019","2","Female","01","Organic category","%",""
"HRA71C03","Psychiatric In-patients (%)","2019","2019","2","Female","02","Organic mental disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2019","2019","2","Female","03","Schizophrenia","%",""
"HRA71C03","Psychiatric In-patients (%)","2019","2019","2","Female","04","Schizophrenia, schizotypal and delusional disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2019","2019","2","Female","05","Other psychoses","%",""
"HRA71C03","Psychiatric In-patients (%)","2019","2019","2","Female","06","Depressive disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2019","2019","2","Female","07","Mania","%",""
"HRA71C03","Psychiatric In-patients (%)","2019","2019","2","Female","08","Neuroses","%",""
"HRA71C03","Psychiatric In-patients (%)","2019","2019","2","Female","09","Personality disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2019","2019","2","Female","10","Personality and behavioural disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2019","2019","2","Female","11","Alcoholic disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2019","2019","2","Female","12","Drug dependence","%",""
"HRA71C03","Psychiatric In-patients (%)","2019","2019","2","Female","13","Other drug disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2019","2019","2","Female","14","Mental handicap","%",""
"HRA71C03","Psychiatric In-patients (%)","2019","2019","2","Female","15","Eating disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2019","2019","2","Female","16","Intellectual disability","%",""
"HRA71C03","Psychiatric In-patients (%)","2019","2019","2","Female","17","Development disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2019","2019","2","Female","18","Behavioural, emotional disorders of childhood and adolescence","%",""
"HRA71C03","Psychiatric In-patients (%)","2019","2019","2","Female","19","Other and unspecified","%",""
"HRA71C03","Psychiatric In-patients (%)","2019","2019","2","Female","20","Unspecified","%",""
"HRA71C03","Psychiatric In-patients (%)","2019","2019","2","Female","21","All disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2020","2020","-","Both sexes","01","Organic category","%",""
"HRA71C03","Psychiatric In-patients (%)","2020","2020","-","Both sexes","02","Organic mental disorders","%","9.91"
"HRA71C03","Psychiatric In-patients (%)","2020","2020","-","Both sexes","03","Schizophrenia","%",""
"HRA71C03","Psychiatric In-patients (%)","2020","2020","-","Both sexes","04","Schizophrenia, schizotypal and delusional disorders","%","37.35"
"HRA71C03","Psychiatric In-patients (%)","2020","2020","-","Both sexes","05","Other psychoses","%",""
"HRA71C03","Psychiatric In-patients (%)","2020","2020","-","Both sexes","06","Depressive disorders","%","12.76"
"HRA71C03","Psychiatric In-patients (%)","2020","2020","-","Both sexes","07","Mania","%","7.39"
"HRA71C03","Psychiatric In-patients (%)","2020","2020","-","Both sexes","08","Neuroses","%","4.16"
"HRA71C03","Psychiatric In-patients (%)","2020","2020","-","Both sexes","09","Personality disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2020","2020","-","Both sexes","10","Personality and behavioural disorders","%","4"
"HRA71C03","Psychiatric In-patients (%)","2020","2020","-","Both sexes","11","Alcoholic disorders","%","2.85"
"HRA71C03","Psychiatric In-patients (%)","2020","2020","-","Both sexes","12","Drug dependence","%",""
"HRA71C03","Psychiatric In-patients (%)","2020","2020","-","Both sexes","13","Other drug disorders","%","1.7"
"HRA71C03","Psychiatric In-patients (%)","2020","2020","-","Both sexes","14","Mental handicap","%",""
"HRA71C03","Psychiatric In-patients (%)","2020","2020","-","Both sexes","15","Eating disorders","%","1.26"
"HRA71C03","Psychiatric In-patients (%)","2020","2020","-","Both sexes","16","Intellectual disability","%","4.65"
"HRA71C03","Psychiatric In-patients (%)","2020","2020","-","Both sexes","17","Development disorders","%","0.55"
"HRA71C03","Psychiatric In-patients (%)","2020","2020","-","Both sexes","18","Behavioural, emotional disorders of childhood and adolescence","%","0.05"
"HRA71C03","Psychiatric In-patients (%)","2020","2020","-","Both sexes","19","Other and unspecified","%","13.36"
"HRA71C03","Psychiatric In-patients (%)","2020","2020","-","Both sexes","20","Unspecified","%",""
"HRA71C03","Psychiatric In-patients (%)","2020","2020","-","Both sexes","21","All disorders","%","100"
"HRA71C03","Psychiatric In-patients (%)","2020","2020","1","Male","01","Organic category","%",""
"HRA71C03","Psychiatric In-patients (%)","2020","2020","1","Male","02","Organic mental disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2020","2020","1","Male","03","Schizophrenia","%",""
"HRA71C03","Psychiatric In-patients (%)","2020","2020","1","Male","04","Schizophrenia, schizotypal and delusional disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2020","2020","1","Male","05","Other psychoses","%",""
"HRA71C03","Psychiatric In-patients (%)","2020","2020","1","Male","06","Depressive disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2020","2020","1","Male","07","Mania","%",""
"HRA71C03","Psychiatric In-patients (%)","2020","2020","1","Male","08","Neuroses","%",""
"HRA71C03","Psychiatric In-patients (%)","2020","2020","1","Male","09","Personality disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2020","2020","1","Male","10","Personality and behavioural disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2020","2020","1","Male","11","Alcoholic disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2020","2020","1","Male","12","Drug dependence","%",""
"HRA71C03","Psychiatric In-patients (%)","2020","2020","1","Male","13","Other drug disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2020","2020","1","Male","14","Mental handicap","%",""
"HRA71C03","Psychiatric In-patients (%)","2020","2020","1","Male","15","Eating disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2020","2020","1","Male","16","Intellectual disability","%",""
"HRA71C03","Psychiatric In-patients (%)","2020","2020","1","Male","17","Development disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2020","2020","1","Male","18","Behavioural, emotional disorders of childhood and adolescence","%",""
"HRA71C03","Psychiatric In-patients (%)","2020","2020","1","Male","19","Other and unspecified","%",""
"HRA71C03","Psychiatric In-patients (%)","2020","2020","1","Male","20","Unspecified","%",""
"HRA71C03","Psychiatric In-patients (%)","2020","2020","1","Male","21","All disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2020","2020","2","Female","01","Organic category","%",""
"HRA71C03","Psychiatric In-patients (%)","2020","2020","2","Female","02","Organic mental disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2020","2020","2","Female","03","Schizophrenia","%",""
"HRA71C03","Psychiatric In-patients (%)","2020","2020","2","Female","04","Schizophrenia, schizotypal and delusional disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2020","2020","2","Female","05","Other psychoses","%",""
"HRA71C03","Psychiatric In-patients (%)","2020","2020","2","Female","06","Depressive disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2020","2020","2","Female","07","Mania","%",""
"HRA71C03","Psychiatric In-patients (%)","2020","2020","2","Female","08","Neuroses","%",""
"HRA71C03","Psychiatric In-patients (%)","2020","2020","2","Female","09","Personality disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2020","2020","2","Female","10","Personality and behavioural disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2020","2020","2","Female","11","Alcoholic disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2020","2020","2","Female","12","Drug dependence","%",""
"HRA71C03","Psychiatric In-patients (%)","2020","2020","2","Female","13","Other drug disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2020","2020","2","Female","14","Mental handicap","%",""
"HRA71C03","Psychiatric In-patients (%)","2020","2020","2","Female","15","Eating disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2020","2020","2","Female","16","Intellectual disability","%",""
"HRA71C03","Psychiatric In-patients (%)","2020","2020","2","Female","17","Development disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2020","2020","2","Female","18","Behavioural, emotional disorders of childhood and adolescence","%",""
"HRA71C03","Psychiatric In-patients (%)","2020","2020","2","Female","19","Other and unspecified","%",""
"HRA71C03","Psychiatric In-patients (%)","2020","2020","2","Female","20","Unspecified","%",""
"HRA71C03","Psychiatric In-patients (%)","2020","2020","2","Female","21","All disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2021","2021","-","Both sexes","01","Organic category","%",""
"HRA71C03","Psychiatric In-patients (%)","2021","2021","-","Both sexes","02","Organic mental disorders","%","7.96"
"HRA71C03","Psychiatric In-patients (%)","2021","2021","-","Both sexes","03","Schizophrenia","%",""
"HRA71C03","Psychiatric In-patients (%)","2021","2021","-","Both sexes","04","Schizophrenia, schizotypal and delusional disorders","%","38.11"
"HRA71C03","Psychiatric In-patients (%)","2021","2021","-","Both sexes","05","Other psychoses","%",""
"HRA71C03","Psychiatric In-patients (%)","2021","2021","-","Both sexes","06","Depressive disorders","%","13.36"
"HRA71C03","Psychiatric In-patients (%)","2021","2021","-","Both sexes","07","Mania","%","8.02"
"HRA71C03","Psychiatric In-patients (%)","2021","2021","-","Both sexes","08","Neuroses","%","5.02"
"HRA71C03","Psychiatric In-patients (%)","2021","2021","-","Both sexes","09","Personality disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2021","2021","-","Both sexes","10","Personality and behavioural disorders","%","3.37"
"HRA71C03","Psychiatric In-patients (%)","2021","2021","-","Both sexes","11","Alcoholic disorders","%","3.15"
"HRA71C03","Psychiatric In-patients (%)","2021","2021","-","Both sexes","12","Drug dependence","%",""
"HRA71C03","Psychiatric In-patients (%)","2021","2021","-","Both sexes","13","Other drug disorders","%","1.76"
"HRA71C03","Psychiatric In-patients (%)","2021","2021","-","Both sexes","14","Mental handicap","%",""
"HRA71C03","Psychiatric In-patients (%)","2021","2021","-","Both sexes","15","Eating disorders","%","1.44"
"HRA71C03","Psychiatric In-patients (%)","2021","2021","-","Both sexes","16","Intellectual disability","%","3.9"
"HRA71C03","Psychiatric In-patients (%)","2021","2021","-","Both sexes","17","Development disorders","%","0.53"
"HRA71C03","Psychiatric In-patients (%)","2021","2021","-","Both sexes","18","Behavioural, emotional disorders of childhood and adolescence","%","0.05"
"HRA71C03","Psychiatric In-patients (%)","2021","2021","-","Both sexes","19","Other and unspecified","%","13.31"
"HRA71C03","Psychiatric In-patients (%)","2021","2021","-","Both sexes","20","Unspecified","%",""
"HRA71C03","Psychiatric In-patients (%)","2021","2021","-","Both sexes","21","All disorders","%","100"
"HRA71C03","Psychiatric In-patients (%)","2021","2021","1","Male","01","Organic category","%",""
"HRA71C03","Psychiatric In-patients (%)","2021","2021","1","Male","02","Organic mental disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2021","2021","1","Male","03","Schizophrenia","%",""
"HRA71C03","Psychiatric In-patients (%)","2021","2021","1","Male","04","Schizophrenia, schizotypal and delusional disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2021","2021","1","Male","05","Other psychoses","%",""
"HRA71C03","Psychiatric In-patients (%)","2021","2021","1","Male","06","Depressive disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2021","2021","1","Male","07","Mania","%",""
"HRA71C03","Psychiatric In-patients (%)","2021","2021","1","Male","08","Neuroses","%",""
"HRA71C03","Psychiatric In-patients (%)","2021","2021","1","Male","09","Personality disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2021","2021","1","Male","10","Personality and behavioural disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2021","2021","1","Male","11","Alcoholic disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2021","2021","1","Male","12","Drug dependence","%",""
"HRA71C03","Psychiatric In-patients (%)","2021","2021","1","Male","13","Other drug disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2021","2021","1","Male","14","Mental handicap","%",""
"HRA71C03","Psychiatric In-patients (%)","2021","2021","1","Male","15","Eating disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2021","2021","1","Male","16","Intellectual disability","%",""
"HRA71C03","Psychiatric In-patients (%)","2021","2021","1","Male","17","Development disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2021","2021","1","Male","18","Behavioural, emotional disorders of childhood and adolescence","%",""
"HRA71C03","Psychiatric In-patients (%)","2021","2021","1","Male","19","Other and unspecified","%",""
"HRA71C03","Psychiatric In-patients (%)","2021","2021","1","Male","20","Unspecified","%",""
"HRA71C03","Psychiatric In-patients (%)","2021","2021","1","Male","21","All disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2021","2021","2","Female","01","Organic category","%",""
"HRA71C03","Psychiatric In-patients (%)","2021","2021","2","Female","02","Organic mental disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2021","2021","2","Female","03","Schizophrenia","%",""
"HRA71C03","Psychiatric In-patients (%)","2021","2021","2","Female","04","Schizophrenia, schizotypal and delusional disorders","%",""
